fabricante,ano,categoria,couro,combustivel,km,cilindros,tipo_cambio,rodas,cor,airbags,numero_proprietarios,adesivos_personalizados,historico_troca_oleo,codigo_concessionaria,classificacao_veiculo,faixa_preco
JEEP,2013,SUV,Sim,GASOLINA,101709.0,4,Automatico,10,Cinza,4,2,Não,2,4085,Usado,1.0
HONDA,2004,Hatchback,Nao,Gasolina,229000.0,4,Variator,12,Azul,2,2,Não,3,4069,Usado,0.0
TOYOTA,2013,Cupê,Sim,Gasolina,234683.0,8,Automatico,24,Branco,12,3,Sim,7,3616,Usado,0.0
TOYOTA,2010,Hatchback,Nao,Hibrido,19000.0,4,Automatico,12,Cinza,6,3,Não,8,1180,Usado,0.0
VOLKSWAGEN,2012,Sedan,Sim,Diesel,162987.0,5,Automatico,12,Cinza,12,5,Não,9,4968,Usado,0.0
TOYOTA,2019,Sedan,Sim,GASOLINA,18555.0,6,Automatico,17,Preto,12,4,Não,7,1495,Semi-novo,1.0
HYUNDAI,2011,Sedan,Sim,Gasolina,120000.0,4,Automatico,25,Cinza,4,5,Não,9,2729,Usado,0.0
FORD,2013,Sedan,Sim,Hibrido,174619.0,4,Automatico,8,Cinza,0,2,Não,4,5551,Usado,0.0
TOYOTA,2017,Sedan,Sim,GASOLINA,190875.0,8,Automatico,23,Branco,12,5,Não,7,7747,Usado,0.0
TOYOTA,2016,Universal,Sim,Hibrido,10409.0,4,Automatico,21,Preto,4,1,Não,4,2840,Usado,1.0
SSANGYONG,2011,SUV,Sim,diesel,115102.0,4,Automatico,30,Branco,4,2,Sim,8,3298,Usado,1.0
BMW,2005,SUV,Sim,Gasolina,155903.0,6,Tiptronic,25,Preto,10,2,Sim,10,9984,Usado,0.0
HYUNDAI,2010,Minivan,Sim,Diesel,134990.0,4,Automatico,4,Amarelo,4,2,Sim,5,1279,Usado,0.0
HONDA,2011,Minivan,Sim,Gasolina,86000.0,6,Tiptronic,10,Cinza,8,4,Não,9,3605,Usado,1.0
HYUNDAI,2019,Hatchback,Sim,Hibrido,29450.0,4,Automatico,4,Cinza,12,4,Não,3,1468,Semi-novo,0.0
TOYOTA,2011,Sedan,Nao,Hibrido,256000.0,4,Automatico,32,Branco,0,4,Não,10,6950,Usado,0.0
TOYOTA,2008,Hatchback,Nao,Hibrido,291200.0,4,Automatico,7,Preto,6,5,Não,8,3474,Usado,0.0
HONDA,2012,Sedan,Nao,Hibrido,147000.0,4,Automatico,14,Prata,6,2,Não,10,8048,Usado,0.0
KIA,2017,Sedan,Nao,Gasolina,17000.0,6,Tiptronic,5,Branco,12,1,Sim,6,7134,Usado,1.0
HYUNDAI,2016,SUV,Sim,Diesel,133554.0,4,Automatico,13,Cinza,4,3,Sim,3,9326,Usado,1.0
MERCEDES-BENZ,2013,Cupê,Sim,Gasolina,0.0,6,Automatico,18,Prata,12,5,Não,0,3078,Usado,0.0
HYUNDAI,2012,Sedan,Sim,gasolina,82000.0,4,Tiptronic,27,Preto,14,4,Sim,8,4267,Usado,0.0
TOYOTA,2015,SUV,Sim,GASOLINA,91899.0,6,Automatico,25,Preto,12,1,Sim,5,4656,Usado,0.0
TOYOTA,2016,Sedan,Nao,Gasolina,123000.0,4,Automatico,16,Preto,12,2,Não,7,1486,Usado,1.0
BMW,2003,Sedan,Nao,gasolina,0.0,6,Manual,19,Cinza,8,4,Sim,0,1355,Usado,0.0
MAZDA,2013,Sedan,Sim,Gasolina,55858.0,6,Automatico,28,Cinza,12,1,Sim,4,2542,Usado,0.0
HONDA,2014,Hatchback,Sim,Gasolina,27083.0,4,Automatico,15,Preto,4,4,Sim,2,4657,Usado,1.0
HONDA,2014,Hatchback,Nao,Gasolina,80000.0,4,Manual,31,Cinza,4,1,Sim,6,9406,Usado,0.0
TOYOTA,2014,Hatchback,Nao,Hibrido,58100.0,4,Variator,14,Prata,0,2,Sim,4,7443,Usado,0.0
MERCEDES-BENZ,1994,SUV,Sim,Gasolina,200000.0,6,Automatico,2,Preto,0,2,Sim,2,3569,Usado,1.0
TOYOTA,2013,Sedan,Nao,Hibrido,156000.0,4,Variator,25,Preto,4,2,Sim,9,3618,Usado,0.0
SUBARU,2014,Hatchback,Sim,Hibrido,50342.0,4,Automatico,19,Prata,8,2,Não,9,8965,Usado,1.0
SSANGYONG,2007,SUV,Sim,Diesel,76121.0,4,Automatico,17,Prata,4,3,Não,9,7835,Usado,0.0
VOLKSWAGEN,2012,Sedan,Sim,Gasolina,78000.0,4,Automatico,10,Preto,8,5,Sim,5,7886,Usado,0.0
TOYOTA,2011,Hatchback,Nao,GASOLINA,179000.0,3,Variator,5,Preto,2,1,Sim,1,8174,Usado,0.0
JAGUAR,2008,Sedan,Sim,gasolina,113600.0,8,Tiptronic,30,Azul ceu,8,4,Não,8,1958,Usado,1.0
MERCEDES-BENZ,2012,Sedan,Sim,Gasol.,124000.0,8,Tiptronic,7,Preto,12,4,Sim,10,9014,Usado,2.0
HYUNDAI,2011,Sedan,Sim,Gasol.,155127.0,4,Automatico,30,Cinza,4,5,Sim,5,8938,Usado,0.0
HONDA,2008,Sedan,Nao,Gasolina,156000.0,4,Automatico,20,Branco,3,4,Sim,1,6678,Usado,0.0
MERCEDES-BENZ,2011,Minivan,Sim,Dies.,125000.0,6,Tiptronic,8,Azul,12,5,Não,2,2650,Usado,1.0
TOYOTA,2011,Sedan,Nao,Hibrido,15000.0,4,Automatico,17,Red,12,1,Sim,4,3218,Usado,0.0
TOYOTA,2006,Sedan,Nao,Hibrido,3200.0,4,Automatico,10,Prata,4,2,Não,8,2247,Usado,0.0
KIA,2013,Sedan,Sim,gasolina,31288.0,4,Automatico,23,Bege,4,5,Sim,3,2168,Usado,0.0
MITSUBISHI,2002,SUV,Nao,Gás Natural,174000.0,6,Tiptronic,27,Prata,2,1,Não,2,2562,Usado,0.0
HONDA,2006,Minivan,Nao,Gasol.,145000.0,6,Automatico,22,Branco,8,2,Sim,5,9863,Usado,0.0
OPEL,1999,Hatchback,Nao,Gás Natural,200000.0,4,Automatico,4,Prata,4,4,Não,6,7051,Usado,0.0
SSANGYONG,2010,SUV,Sim,Diesel,211344.0,4,Automatico,17,Branco,4,4,Sim,6,6485,Usado,0.0
TOYOTA,2010,Sedan,Sim,Hibrido,180000.0,4,Automatico,24,Preto,6,3,Sim,10,2361,Usado,0.0
CHEVROLET,2017,Hatchback,Sim,Hibrido,81440.0,4,Automatico,16,Preto,0,5,Não,8,2971,Usado,0.0
VOLKSWAGEN,2000,Hatchback,Nao,Gasol.,195000.0,4,Manual,9,Preto,4,3,Sim,1,9759,Usado,0.0
KIA,2016,Hatchback,Nao,gasolina,170000.0,4,Manual,2,Prata,2,3,Não,1,9246,Usado,0.0
LEXUS,2015,SUV,Sim,GASOLINA,188078.0,8,Automatico,16,Preto,0,1,Não,5,1251,Usado,2.0
TOYOTA,2012,Hatchback,Nao,Gasol.,158000.0,4,Automatico,21,Prata,2,3,Sim,3,9683,Usado,0.0
CHEVROLET,2012,Sedan,Sim,GASOLINA,121000.0,4,Automatico,24,Laranja,8,1,Sim,6,1925,Usado,0.0
CHEVROLET,2005,Vagao de carga,Nao,GASOLINA,127000.0,4,Manual,19,Azul,3,3,Não,10,8844,Usado,0.0
HYUNDAI,2016,Sedan,Sim,Gasolina,89747.0,4,Automatico,14,Prata,12,1,Sim,7,4009,Usado,0.0
HYUNDAI,2017,Universal,Sim,Diesel,44198.0,4,Automatico,6,Prata,4,4,Sim,1,8175,Usado,2.0
BMW,2011,SUV,Sim,Gasolina,145000.0,6,Tiptronic,22,Preto,12,1,Não,1,8916,Usado,1.0
KIA,2016,Sedan,Sim,Diesel,30068.0,4,Automatico,16,Preto,4,2,Não,9,9597,Usado,1.0
HONDA,2016,Sedan,Sim,Gasolina,78222.0,4,Automatico,29,Azul,12,1,Sim,9,1229,Usado,0.0
FORD,2015,Sedan,Sim,GASOLINA,102000.0,4,Tiptronic,12,Cinza,10,1,Não,9,5184,Usado,0.0
TOYOTA,2005,Sedan,Nao,GASOLINA,135000.0,4,Automatico,10,Cinza,10,3,Não,0,3390,Usado,0.0
LEXUS,2015,SUV,Sim,GASOLINA,188078.0,8,Automatico,13,Preto,0,2,Não,8,9087,Usado,2.0
PORSCHE,2012,SUV,Sim,GASOLINA,99200.0,6,Tiptronic,21,Marrom,12,4,Sim,4,8595,Usado,2.0
HYUNDAI,2018,Sedan,Sim,gasolina,53871.0,4,Automatico,17,Branco,4,1,Não,1,5830,Semi-novo,1.0
HYUNDAI,2014,SUV,Sim,Gasolina,165355.0,6,Automatico,15,Preto,12,2,Sim,8,9677,Usado,0.0
HYUNDAI,2007,Sedan,Sim,Gasolina,117771.0,4,Automatico,10,Prata,4,3,Não,6,9303,Usado,0.0
OPEL,1998,Sedan,Nao,GASOLINA,277545.0,4,Manual,18,Red,4,1,Não,6,3364,Usado,0.0
NISSAN,2017,Sedan,Sim,Gasolina,70907.0,4,Automatico,10,Preto,12,4,Não,10,9251,Usado,0.0
ACURA,2010,Sedan,Sim,Gasolina,280040.0,6,Automatico,6,Branco,12,2,Não,5,6804,Usado,0.0
DAEWOO,2009,Sedan,Sim,Gasolina,112282.0,4,Automatico,12,Prata,4,4,Não,6,3462,Usado,0.0
CHEVROLET,2011,Sedan,Sim,Gasolina,38799.0,4,Automatico,27,Preto,4,2,Não,3,8999,Usado,0.0
MAZDA,2015,Hatchback,Sim,GASOLINA,39000.0,4,Automatico,23,Marrom,6,1,Sim,2,9604,Usado,0.0
FIAT,2013,Sedan,Sim,Gasol.,112000.0,4,Manual,6,Branco,5,2,Não,5,3610,Usado,0.0
BMW,2009,SUV,Sim,Gasolina,170000.0,6,Tiptronic,28,Azul,8,4,Sim,1,1064,Usado,1.0
TOYOTA,2013,Sedan,Sim,Hibrido,180000.0,4,Tiptronic,11,Prata,0,1,Sim,7,8466,Usado,0.0
VOLKSWAGEN,2001,Sedan,Sim,Dies.,200000.0,4,Manual,15,Prata,4,3,Sim,8,5989,Usado,0.0
TOYOTA,2019,SUV,Sim,Gasolina,10610.0,4,Automatico,21,Prata,12,2,Sim,3,3587,Semi-novo,0.0
VOLKSWAGEN,2014,Sedan,Sim,gasolina,88733.0,4,Automatico,25,Preto,12,4,Sim,3,3665,Usado,0.0
HYUNDAI,2010,SUV,Sim,Diesel,52997.0,4,Automatico,31,Prata,4,2,Não,7,5168,Usado,0.0
HYUNDAI,2010,Sedan,Sim,Gasol.,179767.0,4,Automatico,15,Cinza,4,4,Sim,8,7014,Usado,0.0
MERCEDES-BENZ,2000,Sedan,Sim,gasolina,25500.0,4,Automatico,3,Preto,6,1,Não,8,6942,Usado,0.0
SUZUKI,2011,Hatchback,Nao,Gasol.,98000.0,4,Automatico,23,Preto,2,5,Sim,4,5672,Usado,0.0
TOYOTA,2010,Sedan,Sim,Hibrido,231003.0,4,Automatico,5,Dourado,10,4,Não,4,8566,Usado,0.0
HYUNDAI,2011,Cupê,Sim,Gasolina,112387.0,4,Automatico,11,Cinza,4,4,Sim,1,8481,Usado,0.0
HYUNDAI,2013,Sedan,Sim,gasolina,48088.0,4,Automatico,3,Cinza,4,1,Não,2,6923,Usado,1.0
MERCEDES-BENZ,2001,Cupê,Nao,GASOLINA,126000.0,3,Tiptronic,15,Prata,6,3,Não,2,5926,Usado,0.0
TOYOTA,2010,SUV,Sim,Hibrido,408997.0,4,Automatico,16,Branco,12,4,Sim,4,9214,Usado,0.0
NISSAN,2011,Hatchback,Nao,gasolina,58000.0,4,Automatico,21,Prata,2,3,Não,5,2532,Usado,0.0
LEXUS,2011,Hatchback,Sim,Hibrido,32974.0,4,Automatico,19,Prata,0,5,Sim,9,8076,Usado,0.0
TOYOTA,2016,Hatchback,Sim,GASOLINA,132528.0,4,Automatico,24,Prata,12,5,Não,5,3002,Usado,0.0
OPEL,1999,Vagao de carga,Nao,Gás Natural,151692.0,4,Manual,1,Preto,6,2,Não,8,4975,Usado,0.0
HYUNDAI,2012,Sedan,Sim,Gasolina,149935.0,4,Automatico,14,Preto,4,2,Não,1,5351,Usado,0.0
HYUNDAI,2013,Sedan,Nao,Gasol.,156800.0,4,Automatico,25,Azul,12,4,Não,6,4687,Usado,0.0
MAZDA,2015,SUV,Nao,GASOLINA,140000.0,4,Tiptronic,28,Cinza,6,1,Sim,9,5564,Usado,1.0
CHEVROLET,2011,Sedan,Sim,GASOLINA,173877.0,4,Automatico,15,Cinza,4,1,Não,2,9288,Usado,0.0
FORD,2004,Microonibus,Nao,Diesel,180000.0,4,Manual,21,Branco,2,5,Não,0,2788,Usado,0.0
FORD,2012,Hatchback,Nao,Hibrido,94408.0,4,Automatico,32,Preto,8,2,Sim,4,8772,Usado,0.0
CHEVROLET,2015,SUV,Sim,Gasol.,34328.0,4,Automatico,9,Cinza,4,3,Sim,3,7137,Usado,0.0
PORSCHE,2010,Sedan,Sim,Gasolina,57000.0,6,Tiptronic,27,Branco,12,5,Não,6,8406,Usado,2.0
TOYOTA,2012,Sedan,Nao,gasolina,123000.0,4,Automatico,5,Cinza,6,5,Não,3,7769,Usado,0.0
AUDI,2014,Hatchback,Sim,Gasolina,0.0,6,Automatico,25,Preto,0,2,Sim,7,8333,Usado,0.0
FORD,2008,Sedan,Sim,Hibrido,209843.0,4,Automatico,31,Cinza,0,5,Não,4,1940,Usado,0.0
KIA,2012,Sedan,Nao,Gasolina,178892.0,4,Automatico,32,Prata,8,2,Sim,8,3366,Usado,0.0
MERCEDES-BENZ,2011,Sedan,Sim,Diesel,273186.0,6,Automatico,12,Branco,12,5,Não,10,3354,Usado,0.0
BMW,1999,Sedan,Sim,Gasolina,9401.0,6,Tiptronic,3,Prata,8,3,Sim,6,2724,Usado,0.0
BMW,2002,Sedan,Sim,Gasol.,182000.0,8,Tiptronic,2,Prata,12,1,Sim,9,9769,Usado,0.0
TOYOTA,2017,Sedan,Sim,GASOLINA,54000.0,4,Tiptronic,29,Preto,12,3,Sim,10,7905,Usado,1.0
AUDI,2011,Hatchback,Sim,Gasolina,145600.0,4,Manual,6,Preto,8,1,Sim,6,2386,Usado,0.0
MERCEDES-BENZ,2016,Sedan,Sim,diesel,77205.0,6,Automatico,5,Cinza,12,5,Não,2,1133,Usado,0.0
FORD,2017,SUV,Sim,Gasolina,87688.0,4,Automatico,4,Cinza,12,1,Sim,3,4630,Usado,0.0
BENTLEY,2016,Sedan,Sim,Gasolina,6189.0,8,Automatico,5,Preto,12,4,Não,7,7446,Usado,3.0
MERCEDES-BENZ,2005,Minivan,Nao,Diesel,223000.0,4,Manual,15,Verde,2,2,Sim,5,4343,Usado,0.0
MERCEDES-BENZ,2014,Sedan,Sim,DIESEL,238546.0,6,Automatico,25,Preto,12,4,Não,5,6950,Usado,0.0
BMW,2004,Sedan,Sim,Gasolina,118000.0,8,Tiptronic,20,Prata,5,4,Não,3,1353,Usado,0.0
HYUNDAI,2016,SUV,Sim,DIESEL,129816.0,4,Automatico,18,Cinza,4,1,Sim,5,5089,Usado,1.0
LEXUS,2016,SUV,Sim,GASOLINA,155976.0,8,Automatico,3,Branco,0,1,Sim,8,1765,Usado,1.0
HYUNDAI,2017,Sedan,Nao,gasolina,38400.0,4,Automatico,5,Red,6,2,Não,10,6409,Usado,1.0
HYUNDAI,2012,Sedan,Sim,Gasol.,165892.0,4,Automatico,23,Preto,4,3,Não,2,6373,Usado,0.0
HONDA,2004,Minivan,Nao,Gasolina,0.0,4,Automatico,30,Prata,4,3,Sim,9,7719,Usado,0.0
CADILLAC,2013,SUV,Sim,Gasol.,126043.0,6,Automatico,10,Preto,12,4,Sim,8,1313,Usado,0.0
HONDA,2007,Hatchback,Nao,GASOLINA,87000.0,4,Automatico,20,Preto,5,3,Não,9,7733,Usado,0.0
OPEL,2004,Vagao de carga,Nao,Diesel,20000.0,4,Manual,16,Azul,0,5,Sim,1,3880,Usado,0.0
TOYOTA,2010,Sedan,Nao,Hibrido,102000.0,4,Variator,21,Branco,10,5,Sim,0,7989,Usado,0.0
HYUNDAI,2012,Sedan,Sim,Gasolina,149000.0,4,Tiptronic,25,Preto,12,5,Sim,9,7103,Usado,0.0
HYUNDAI,2012,SUV,Sim,DIESEL,148794.0,4,Automatico,14,Branco,4,3,Não,7,8411,Usado,1.0
SSANGYONG,2013,SUV,Sim,Diesel,169679.0,4,Automatico,13,Prata,4,4,Não,4,1894,Usado,1.0
MERCEDES-BENZ,1995,Sedan,Sim,Gasol.,0.0,4,Manual,11,Prata,4,4,Não,0,5355,Usado,0.0
TOYOTA,2010,Hatchback,Nao,Gasolina,112000.0,4,Automatico,17,Cinza,6,1,Sim,8,1364,Usado,0.0
KIA,2013,Sedan,Sim,Gasolina,348428.0,4,Automatico,32,Prata,4,3,Não,9,7755,Usado,0.0
LEXUS,2012,SUV,Sim,Hibrido,65000.0,6,Automatico,2,Dourado,8,4,Não,3,2405,Usado,2.0
JEEP,2017,SUV,Sim,GASOLINA,43200.0,4,Tiptronic,7,Cinza,9,3,Sim,1,4775,Usado,1.0
HONDA,2011,Sedan,Nao,Gasolina,0.0,4,Manual,18,Preto,2,3,Não,1,5363,Usado,0.0
BMW,2011,SUV,Sim,diesel,213195.0,6,Automatico,31,Marrom,0,3,Não,4,7927,Usado,0.0
TOYOTA,2014,Sedan,Sim,Hibrido,179381.0,4,Automatico,8,Preto,12,1,Não,4,8260,Usado,0.0
VOLKSWAGEN,2014,Sedan,Sim,Gasolina,107637.0,4,Automatico,5,Prata,12,2,Não,1,2546,Usado,0.0
HYUNDAI,2011,SUV,Sim,Hibrido,278989.0,4,Automatico,14,Azul,0,1,Não,7,5665,Usado,0.0
LEXUS,2018,SUV,Sim,GASOLINA,18918.0,4,Tiptronic,7,Preto,6,2,Sim,9,2148,Semi-novo,2.0
HYUNDAI,2013,Sedan,Sim,Gasol.,130000.0,4,Tiptronic,23,Cinza,6,5,Não,9,9811,Usado,0.0
TOYOTA,2011,Hatchback,Nao,Gasolina,156000.0,4,Automatico,24,Prata,0,4,Não,2,7338,Usado,0.0
MERCEDES-BENZ,1999,Sedan,Sim,gasolina,318406.0,4,Manual,18,Azul,6,4,Não,5,9518,Usado,0.0
CHEVROLET,2017,Sedan,Sim,GASOLINA,97189.0,4,Automatico,14,Prata,12,1,Não,0,3562,Usado,0.0
MERCEDES-BENZ,2008,Microonibus,Sim,DIESEL,360000.0,4,Manual,17,Branco,2,3,Não,6,4158,Usado,1.0
SSANGYONG,2016,Minivan,Sim,DIESEL,125996.0,4,Automatico,13,Branco,4,3,Sim,6,2776,Usado,1.0
SUBARU,2003,Sedan,Nao,Gás Natural,222222.0,4,Tiptronic,6,Preto,2,1,Sim,2,3205,Usado,0.0
KIA,2013,Sedan,Nao,GASOLINA,84000.0,4,Tiptronic,10,Dourado,16,2,Não,5,6643,Usado,0.0
HYUNDAI,2016,SUV,Sim,Diesel,113060.0,4,Automatico,29,Cinza,4,4,Sim,4,2704,Usado,2.0
MINI,2014,Hatchback,Sim,gasolina,104000.0,4,Tiptronic,5,Branco,6,4,Sim,9,2320,Usado,1.0
LEXUS,2011,Hatchback,Sim,Hibrido,192000.0,4,Automatico,26,Preto,8,3,Não,0,7076,Usado,1.0
TOYOTA,2013,SUV,Sim,GASOLINA,265558.0,4,Automatico,7,Branco,12,4,Sim,10,8838,Usado,0.0
KIA,2016,Sedan,Sim,GASOLINA,31117.0,4,Automatico,21,Branco,4,2,Sim,2,3328,Usado,0.0
TOYOTA,2017,Sedan,Nao,Hibrido,28885.0,4,Automatico,12,Cinza,12,4,Sim,8,8522,Usado,1.0
CHEVROLET,2008,Sedan,Sim,Gasolina,62823.0,6,Automatico,25,Branco,4,5,Sim,8,3929,Usado,0.0
AUDI,2016,Hatchback,Sim,gasolina,97589.0,6,Automatico,1,Preto,0,1,Não,3,7338,Usado,0.0
CHEVROLET,2016,SUV,Sim,Dies.,59191.0,4,Automatico,28,Branco,4,5,Sim,6,7246,Usado,1.0
MERCEDES-BENZ,2014,Sedan,Sim,Hibrido,114000.0,6,Tiptronic,11,Branco,12,1,Sim,3,4092,Usado,2.0
VOLKSWAGEN,2016,Sedan,Sim,gasolina,41000.0,4,Automatico,3,Branco,8,3,Não,6,3838,Usado,0.0
TOYOTA,2015,Sedan,Sim,gasolina,43294.0,4,Automatico,8,Preto,12,2,Não,7,8060,Usado,1.0
MERCEDES-BENZ,2016,SUV,Sim,Gasolina,109555.0,4,Automatico,27,Branco,0,1,Não,2,3992,Usado,0.0
VOLKSWAGEN,2011,Sedan,Sim,Gasol.,333512.0,4,Automatico,16,Preto,12,5,Não,4,4284,Usado,0.0
NISSAN,2016,Sedan,Nao,Gasolina,67200.0,4,Automatico,32,Red,12,2,Não,9,8311,Usado,0.0
MITSUBISHI,2006,SUV,Nao,Gás Natural,211656.0,4,Automatico,13,Preto,5,5,Não,9,2906,Usado,0.0
TOYOTA,2009,Sedan,Sim,gasolina,193000.0,4,Automatico,18,Branco,16,2,Não,8,6680,Usado,0.0
FORD,2013,Sedan,Nao,Hibrido,112000.0,4,Automatico,30,Branco,12,5,Não,8,3497,Usado,0.0
DODGE,1998,Minivan,Nao,Gás Natural,1000.0,6,Manual,22,Cinza,4,3,Sim,4,2959,Usado,0.0
BMW,2002,SUV,Sim,Diesel,18000.0,8,Tiptronic,4,Preto,6,1,Sim,10,1443,Usado,0.0
CHEVROLET,2016,SUV,Sim,Gasolina,29703.0,4,Automatico,13,Branco,4,3,Sim,9,9643,Usado,0.0
KIA,2016,Sedan,Sim,Gasolina,30662.0,4,Automatico,9,Branco,4,1,Não,8,7539,Usado,1.0
სხვა,2005,SUV,Sim,Gasol.,102000.0,4,Manual,8,Prata,2,3,Sim,2,8943,Usado,0.0
TOYOTA,2011,SUV,Sim,Hibrido,342622.0,6,Automatico,10,Preto,12,2,Sim,0,6914,Usado,0.0
MERCEDES-BENZ,2014,SUV,Sim,Diesel,229966.0,8,Automatico,3,Preto,12,1,Não,8,3886,Usado,0.0
FORD,2013,Sedan,Sim,Hibrido,191000.0,4,Automatico,19,Preto,12,3,Não,4,6665,Usado,0.0
SSANGYONG,2009,SUV,Sim,Diesel,142419.0,4,Automatico,26,Preto,4,5,Sim,5,7074,Usado,1.0
TOYOTA,2012,Sedan,Sim,Hibrido,204800.0,4,Variator,26,Preto,8,4,Sim,7,5727,Usado,1.0
MERCEDES-BENZ,2004,Sedan,Sim,Gasol.,555.0,6,Tiptronic,1,Prata,12,1,Não,6,4975,Usado,0.0
HYUNDAI,2016,Sedan,Sim,Hibrido,71218.0,4,Automatico,23,Preto,0,4,Sim,4,2088,Usado,0.0
TOYOTA,2002,Universal,Nao,gasolina,126000.0,4,Automatico,20,Dourado,2,1,Não,6,2658,Usado,0.0
VOLKSWAGEN,2007,Sedan,Sim,GASOLINA,290000.0,6,Automatico,16,Cinza,6,5,Não,9,9189,Usado,0.0
HYUNDAI,2011,Sedan,Sim,Hibrido,142741.0,4,Automatico,13,Prata,0,3,Não,8,5046,Usado,0.0
HYUNDAI,2011,Sedan,Sim,Gasolina,136292.0,4,Automatico,28,Branco,4,5,Não,8,9408,Usado,1.0
CHEVROLET,2014,Sedan,Nao,Gasolina,66000.0,4,Tiptronic,25,Preto,12,4,Sim,8,7808,Usado,0.0
LEXUS,2010,SUV,Sim,Gasolina,260771.0,8,Automatico,16,Preto,0,4,Sim,0,6340,Usado,0.0
LEXUS,2010,Sedan,Sim,Gasolina,191310.0,8,Automatico,4,Preto,12,3,Sim,3,3483,Usado,0.0
HYUNDAI,2010,Sedan,Sim,GASOLINA,122426.0,4,Automatico,4,Branco,4,5,Sim,0,3506,Usado,0.0
SSANGYONG,2011,SUV,Sim,diesel,111895.0,4,Automatico,6,Branco,4,1,Não,3,1214,Usado,1.0
HYUNDAI,2016,Sedan,Nao,Gasol.,78000.0,4,Tiptronic,10,Prata,10,3,Não,7,9326,Usado,0.0
LEXUS,2012,SUV,Sim,Gasolina,150909.0,8,Automatico,11,Preto,0,1,Sim,7,8017,Usado,0.0
TOYOTA,2012,Hatchback,Sim,Gasolina,118000.0,4,Automatico,6,Cinza,4,1,Não,4,9624,Usado,0.0
MERCEDES-BENZ,2003,SUV,Sim,Gasolina,0.0,10,Automatico,30,Azul,10,2,Não,2,7644,Usado,0.0
SUBARU,2003,Sedan,Nao,Gasol.,152000.0,4,Tiptronic,22,Branco,4,3,Sim,10,5719,Usado,0.0
TOYOTA,2011,SUV,Sim,Gasol.,193754.0,4,Automatico,20,Azul,12,5,Não,10,4873,Usado,0.0
FORD,2012,Hatchback,Sim,Hibrido,243200.0,4,Automatico,7,Prata,12,5,Sim,6,9359,Usado,0.0
FORD,2013,Sedan,Sim,Hibrido,0.0,4,Automatico,1,Branco,0,3,Não,8,3060,Usado,0.0
TOYOTA,2012,Sedan,Nao,Gasolina,76000.0,4,Tiptronic,3,Prata,8,2,Não,3,1431,Usado,0.0
HYUNDAI,2015,Cupê,Sim,Gasol.,61298.0,4,Automatico,25,Cinza,4,5,Sim,9,7507,Usado,1.0
UAZ,1991,Cupê,Nao,gasolina,12648846.0,4,Manual,9,Verde,0,2,Sim,7,1573,Usado,0.0
TOYOTA,2008,Sedan,Nao,Hibrido,150000.0,4,Automatico,10,Preto,0,1,Não,4,3147,Usado,0.0
OPEL,1996,Vagao de carga,Nao,Gasol.,0.0,4,Manual,2,Azul,2,3,Não,8,7213,Usado,0.0
KIA,2016,Sedan,Sim,Gasolina,28123.0,4,Automatico,10,Branco,4,3,Sim,1,6883,Usado,1.0
HYUNDAI,2013,Sedan,Sim,Gasolina,90000.0,4,Automatico,6,Cinza,8,2,Não,4,4602,Usado,0.0
BMW,2013,SUV,Sim,Gasolina,167034.0,8,Automatico,22,Cinza,12,2,Sim,3,2546,Usado,0.0
HONDA,2016,Hatchback,Nao,GASOLINA,56000.0,4,Automatico,15,Branco,8,5,Não,5,8810,Usado,0.0
SSANGYONG,2011,Sedan,Sim,DIESEL,157300.0,4,Automatico,31,Preto,4,1,Sim,6,1082,Usado,0.0
SUZUKI,2013,Sedan,Sim,Gasolina,89000.0,4,Automatico,18,Preto,10,1,Sim,0,3532,Usado,1.0
JAGUAR,2015,Sedan,Sim,Diesel,152674.0,4,Automatico,15,Preto,4,2,Sim,6,3946,Usado,1.0
TOYOTA,2019,SUV,Sim,Gasolina,10526.0,4,Automatico,31,Red,12,1,Não,6,4739,Semi-novo,0.0
HONDA,2006,Hatchback,Nao,Gasolina,191000.0,2,Variator,13,Preto,2,2,Não,4,1893,Usado,0.0
SUBARU,2012,SUV,Sim,GASOLINA,260133.0,4,Automatico,22,Prata,0,4,Sim,10,9627,Usado,0.0
HYUNDAI,2014,Sedan,Sim,Gasol.,115859.0,4,Automatico,25,Preto,12,4,Sim,4,8636,Usado,0.0
VOLKSWAGEN,2000,Sedan,Sim,Gasol.,320000.0,4,Tiptronic,11,Preto,2,4,Sim,1,3260,Usado,0.0
HYUNDAI,2016,Sedan,Sim,Gasol.,92000.0,4,Automatico,7,Azul,12,2,Não,0,3423,Usado,1.0
HYUNDAI,2012,Sedan,Sim,GASOLINA,143567.0,4,Automatico,24,Prata,4,2,Não,7,7077,Usado,1.0
HYUNDAI,2011,Hatchback,Sim,Dies.,56581.0,4,Automatico,11,Preto,4,2,Sim,3,7876,Usado,0.0
FORD,2009,Sedan,Sim,Hibrido,0.0,6,Automatico,20,Branco,12,2,Não,1,3806,Usado,0.0
TOYOTA,2008,Sedan,Sim,Hibrido,0.0,4,Automatico,5,Branco,0,1,Sim,7,1637,Usado,0.0
HONDA,2002,Hatchback,Nao,Gasolina,0.0,4,Automatico,25,Azul,4,4,Não,2,3014,Usado,0.0
TOYOTA,2013,Hatchback,Sim,Gasol.,86262.0,4,Automatico,1,Preto,4,3,Não,4,8747,Usado,0.0
